year/country,ISO Code,Year,Urban_Population,Tax%
Brunei1995,BRN,1995,68.644,14.162975
Brunei1997,BRN,1997,69.666,15.610041
Brunei1998,BRN,1998,70.17,11.337055
Brunei1999,BRN,1999,70.669,14.351745
Brunei2000,BRN,2000,71.164,20.191554
Brunei2001,BRN,2001,71.652,19.775583
Brunei2002,BRN,2002,72.046,19.018511
Brunei2003,BRN,2003,72.421,25.887084
Brunei2004,BRN,2004,72.794,24.12159
Brunei2005,BRN,2005,73.163,28.953495
Brunei2006,BRN,2006,73.529,26.940752
Brunei2007,BRN,2007,73.892,30.184253
Brunei2008,BRN,2008,74.252,32.075305
Brunei2009,BRN,2009,74.608,20.690253
Bulgaria1995,BGR,1995,67.782,9.020024
Bulgaria1996,BGR,1996,68.007,9.41404
Bulgaria1997,BGR,1997,68.231,9.307331
Bulgaria1998,BGR,1998,68.454,8.221108
Bulgaria1999,BGR,1999,68.677,7.329479
Bulgaria2000,BGR,2000,68.899,6.599943
Bulgaria2001,BGR,2001,69.166,7.241182
Bulgaria2002,BGR,2002,69.524,6.046335
Bulgaria2003,BGR,2003,69.879,5.829912
Bulgaria2004,BGR,2004,70.233,5.528826
Bulgaria2005,BGR,2005,70.584,4.479788
Bulgaria2006,BGR,2006,70.932,4.590293
Bulgaria2007,BGR,2007,71.278,7.185381
Bulgaria2008,BGR,2008,71.622,5.783861
Bulgaria2009,BGR,2009,71.963,5.193033
Bulgaria2010,BGR,2010,72.302,4.760189
Bulgaria2011,BGR,2011,72.638,4.479092
Bulgaria2012,BGR,2012,72.975,4.560044
Bulgaria2013,BGR,2013,73.313,4.970505
Bulgaria2014,BGR,2014,73.651,5.25331
Bulgaria2015,BGR,2015,73.99,5.264412
Bulgaria2016,BGR,2016,74.329,5.172465
Bulgaria2017,BGR,2017,74.669,5.573677
Burkina Faso1980,BFA,1980,8.805,1.686603
Burkina Faso1981,BFA,1981,9.428,1.646421
Burkina Faso1982,BFA,1982,10.091,1.522234
Burkina Faso1983,BFA,1983,10.796,1.574027
Burkina Faso1984,BFA,1984,11.544,1.761902
Burkina Faso1985,BFA,1985,12.334,1.290937
Burkina Faso1986,BFA,1986,12.832,1.674457
Burkina Faso1987,BFA,1987,13.072,2.040515
Burkina Faso1988,BFA,1988,13.316,1.976429
Burkina Faso1989,BFA,1989,13.563,1.953514
Burkina Faso1990,BFA,1990,13.815,2.368616
Burkina Faso1991,BFA,1991,14.07,2.42114
Burkina Faso1992,BFA,1992,14.33,2.302448
Burkina Faso1993,BFA,1993,14.593,2.086118
Burkina Faso1994,BFA,1994,14.86,2.015445
Burkina Faso1995,BFA,1995,15.131,2.540891
Burkina Faso1996,BFA,1996,15.407,2.984758
Burkina Faso1997,BFA,1997,15.875,2.787358
Burkina Faso1998,BFA,1998,16.51,2.633921
Burkina Faso1999,BFA,1999,17.166,2.895035
Burkina Faso2000,BFA,2000,17.844,3.275049
Burkina Faso2001,BFA,2001,18.54,2.700674
Burkina Faso2002,BFA,2002,19.258,2.760678
Burkina Faso2003,BFA,2003,19.996,2.75015
Burkina Faso2004,BFA,2004,20.757,2.850561
Burkina Faso2005,BFA,2005,21.537,2.764971
Burkina Faso2006,BFA,2006,22.339,2.819803
Burkina Faso2007,BFA,2007,22.996,3.024453
Burkina Faso2008,BFA,2008,23.534,2.760678
Burkina Faso2009,BFA,2009,24.079,2.699684
Burkina Faso2010,BFA,2010,24.633,3.00346
Burkina Faso2011,BFA,2011,25.196,3.972554
Burkina Faso2012,BFA,2012,25.767,4.491281
Burkina Faso2013,BFA,2013,26.346,4.694671
Burkina Faso2014,BFA,2014,26.934,4.291113
Burkina Faso2015,BFA,2015,27.53,3.804164
Burkina Faso2016,BFA,2016,28.134,4.426026
Burkina Faso2017,BFA,2017,28.743,4.432178
Burundi1982,BDI,1982,4.674,3.48836
Burundi1983,BDI,1983,4.85,3.092814
Burundi1984,BDI,1984,5.033,3.223528
Burundi1985,BDI,1985,5.221,2.916897
Burundi1986,BDI,1986,5.417,3.232866
Burundi1987,BDI,1987,5.62,2.975859
Burundi1988,BDI,1988,5.83,3.311562
Burundi1989,BDI,1989,6.047,2.786757
Burundi1990,BDI,1990,6.271,3.325381
Burundi1991,BDI,1991,6.455,4.021732
Burundi1992,BDI,1992,6.637,3.947853
Burundi1993,BDI,1993,6.823,4.654471
Burundi1994,BDI,1994,7.014,3.596599
Burundi1995,BDI,1995,7.211,3.764713
Burundi1996,BDI,1996,7.412,4.032059
Burundi1997,BDI,1997,7.618,3.474027
Burundi1998,BDI,1998,7.83,4.576361
Burundi1999,BDI,1999,8.036,3.853407
Burundi2000,BDI,2000,8.246,3.18846
Burundi2001,BDI,2001,8.461,3.915034
Burundi2002,BDI,2002,8.682,3.827402
Burundi2003,BDI,2003,8.908,3.814538
Burundi2004,BDI,2004,9.139,3.543452
Burundi2005,BDI,2005,9.375,3.459566
Burundi2006,BDI,2006,9.617,3.504084
Burundi2007,BDI,2007,9.864,3.646324
Burundi2008,BDI,2008,10.118,3.401113
Burundi2009,BDI,2009,10.376,3.884942
Burundi2010,BDI,2010,10.642,4.389362
Burundi2011,BDI,2011,10.915,4.321352
Burundi2012,BDI,2012,11.194,4.631872
Burundi2013,BDI,2013,11.482,3.65245
Burundi2014,BDI,2014,11.776,2.939478
Cambodia1995,KHM,1995,17.311,0.232401
Cambodia1996,KHM,1996,17.683,0.265162
Cambodia1997,KHM,1997,18.06,0.40117
Cambodia1998,KHM,1998,18.355,0.431729
Cambodia1999,KHM,1999,18.47,0.575655
Cambodia2000,KHM,2000,18.586,0.912471
Cambodia2001,KHM,2001,18.703,0.844356
Cambodia2002,KHM,2002,18.82,0.727033
Cambodia2003,KHM,2003,18.937,0.7564
Cambodia2006,KHM,2006,19.293,1.110192
Cambodia2007,KHM,2007,19.413,1.370598
Cambodia2008,KHM,2008,19.571,1.55802
Cambodia2009,KHM,2009,19.93,1.727193
Cambodia2010,KHM,2010,20.294,1.701233
Cambodia2011,KHM,2011,20.663,1.843032
Cambodia2012,KHM,2012,21.037,2.233033
Cambodia2013,KHM,2013,21.415,2.546109
Cambodia2014,KHM,2014,21.799,2.91358
Cambodia2015,KHM,2015,22.188,3.366934
Cambodia2016,KHM,2016,22.582,3.634564
Cambodia2017,KHM,2017,22.98,4.225001
Cameroon1993,CMR,1993,41.399,1.947961
Cameroon1994,CMR,1994,41.985,1.487131
Cameroon1995,CMR,1995,42.573,1.695329
Cameroon1996,CMR,1996,43.164,2.300883
Cameroon1997,CMR,1997,43.755,2.075178
Cameroon1998,CMR,1998,44.348,3.117152
Cameroon1999,CMR,1999,44.944,2.696702
Cameroon2000,CMR,2000,45.542,3.177088
Cameroon2001,CMR,2001,46.139,3.881577
Cameroon2002,CMR,2002,46.738,3.946393
Cameroon2003,CMR,2003,47.338,3.262794
Cameroon2004,CMR,2004,47.94,2.955167
Cameroon2005,CMR,2005,48.541,3.441801
Cameroon2006,CMR,2006,49.143,3.540525
Cameroon2007,CMR,2007,49.746,3.937702
Cameroon2008,CMR,2008,50.35,3.761925
Cameroon2009,CMR,2009,50.954,4.254827
Cameroon2010,CMR,2010,51.559,3.287974
Cameroon2011,CMR,2011,52.164,3.652305
Cameroon2012,CMR,2012,52.769,4.289881
Cameroon2013,CMR,2013,53.373,4.338308
Cameroon2014,CMR,2014,53.976,4.538668
Cameroon2015,CMR,2015,54.578,4.746052
Cameroon2016,CMR,2016,55.179,3.986361
Canada1980,CAN,1980,75.663,14.58232
Canada1981,CAN,1981,75.712,14.759675
Canada1982,CAN,1982,75.874,14.545206
Canada1983,CAN,1983,76.035,14.066806
Canada1984,CAN,1984,76.195,14.001688
Canada1985,CAN,1985,76.354,14.176833
Canada1986,CAN,1986,76.502,15.062417
Canada1987,CAN,1987,76.522,16.147421
Canada1988,CAN,1988,76.542,15.68158
Canada1989,CAN,1989,76.562,16.475843
Canada1990,CAN,1990,76.582,17.047859
Canada1991,CAN,1991,76.62,16.803038
Canada1992,CAN,1992,76.887,15.815939
Canada1993,CAN,1993,77.152,15.443616
Canada1994,CAN,1994,77.414,15.612395
Canada1995,CAN,1995,77.675,16.186957
Canada1996,CAN,1996,77.951,16.699595
Canada1997,CAN,1997,78.34,17.657903
Canada1998,CAN,1998,78.724,17.46465
Canada1999,CAN,1999,79.103,18.109331
Canada2000,CAN,2000,79.478,17.659085
Canada2001,CAN,2001,79.81,16.295095
Canada2002,CAN,2002,79.888,14.956913
Canada2003,CAN,2003,79.967,14.720389
Canada2004,CAN,2004,80.045,15.111475
Canada2005,CAN,2005,80.122,15.359382
Canada2006,CAN,2006,80.213,15.851656
Canada2007,CAN,2007,80.396,15.922216
Canada2008,CAN,2008,80.578,15.427265
Canada2009,CAN,2009,80.758,15.454604
Canada2010,CAN,2010,80.937,14.463001
Canada2011,CAN,2011,81.096,14.578804
Canada2012,CAN,2012,81.137,14.796355
Canada2013,CAN,2013,81.178,14.83788
Canada2014,CAN,2014,81.218,14.977327
Canada2015,CAN,2015,81.259,15.820478
Canada2016,CAN,2016,81.3,15.684247
Canada2017,CAN,2017,81.35,15.387578
Cape Verde1980,CPV,1980,23.518,3.109204
Cape Verde1981,CPV,1981,24.995,3.936071
Cape Verde1982,CPV,1982,26.535,5.304675
Cape Verde1983,CPV,1983,28.133,5.133108
Cape Verde1984,CPV,1984,29.792,4.65235
Cape Verde1985,CPV,1985,31.5,3.740826
Cape Verde1986,CPV,1986,33.885,4.05301
Cape Verde1987,CPV,1987,36.355,3.735867
Cape Verde1988,CPV,1988,38.902,3.49183
Cape Verde1989,CPV,1989,41.504,3.437079
Cape Verde1990,CPV,1990,44.12,3.654891
Cape Verde1991,CPV,1991,45.044,3.739651
Cape Verde1992,CPV,1992,45.973,4.165425
Cape Verde1993,CPV,1993,46.902,4.785855
Cape Verde1994,CPV,1994,47.834,5.156467
Cape Verde1995,CPV,1995,48.768,5.107364
Cape Verde1996,CPV,1996,49.704,5.070003
Cape Verde1997,CPV,1997,50.637,5.112145
Cape Verde1998,CPV,1998,51.572,5.096016
Cape Verde1999,CPV,1999,52.505,5.442882
Cape Verde2000,CPV,2000,53.435,5.547193
Cape Verde2001,CPV,2001,54.291,5.849291
Cape Verde2002,CPV,2002,55.146,6.91686
Cape Verde2003,CPV,2003,55.997,5.909517
Cape Verde2004,CPV,2004,56.846,5.940451
Cape Verde2005,CPV,2005,57.689,6.014404
Cape Verde2006,CPV,2006,58.529,6.366206
Cape Verde2007,CPV,2007,59.363,6.276258
Cape Verde2008,CPV,2008,60.194,6.32966
Cape Verde2009,CPV,2009,61.016,5.932336
Cape Verde2010,CPV,2010,61.821,5.695487
Cape Verde2011,CPV,2011,62.322,5.866761
Cape Verde2012,CPV,2012,62.821,5.730267
Cape Verde2013,CPV,2013,63.317,5.591661
Cape Verde2014,CPV,2014,63.81,5.01643
Cape Verde2015,CPV,2015,64.3,6.024652
Cape Verde2016,CPV,2016,64.784,6.061575
Cape Verde2017,CPV,2017,65.261,6.515633
Central African Republic1990,CAF,1990,36.825,2.567927
Central African Republic1991,CAF,1991,36.906,2.196038
Central African Republic1992,CAF,1992,36.987,2.037808
Central African Republic1993,CAF,1993,37.068,1.774768
Central African Republic1994,CAF,1994,37.149,1.815806
Central African Republic1995,CAF,1995,37.231,1.892732
Central African Republic1996,CAF,1996,37.312,1.567802
Central African Republic1997,CAF,1997,37.394,2.067006
Central African Republic1998,CAF,1998,37.475,2.292216
Central African Republic1999,CAF,1999,37.557,2.301669
Central African Republic2000,CAF,2000,37.639,2.005654
Central African Republic2001,CAF,2001,37.72,2.310722
Central African Republic2002,CAF,2002,37.802,2.56233
Central African Republic2003,CAF,2003,37.884,2.154668
Central African Republic2004,CAF,2004,37.966,2.349468
Central African Republic2005,CAF,2005,38.069,2.08388
Central African Republic2006,CAF,2006,38.193,2.291437
Central African Republic2007,CAF,2007,38.339,1.76994
Central African Republic2008,CAF,2008,38.506,1.277979
Central African Republic2009,CAF,2009,38.694,1.47461
Central African Republic2010,CAF,2010,38.904,1.403562
Central African Republic2011,CAF,2011,39.135,1.706395
Central African Republic2012,CAF,2012,39.388,1.255144
Chile1980,CHL,1980,81.243,5.397929
Chile1981,CHL,1981,81.778,4.97074
Chile1982,CHL,1982,82.226,5.449044
Chile1983,CHL,1983,82.359,3.759916
Chile1984,CHL,1984,82.492,3.11403
Chile1985,CHL,1985,82.624,3.054924
Chile1986,CHL,1986,82.755,2.994543
Chile1987,CHL,1987,82.885,2.478667
Chile1988,CHL,1988,83.014,2.603186
Chile1989,CHL,1989,83.143,2.560643
Chile1990,CHL,1990,83.271,2.36358
Chile1991,CHL,1991,83.398,3.726434
Chile1992,CHL,1992,83.564,3.767066
Chile1993,CHL,1993,83.896,3.794454
Chile1994,CHL,1994,84.223,3.671081
Chile1995,CHL,1995,84.545,3.66211
Chile1996,CHL,1996,84.861,4.122485
Chile1997,CHL,1997,85.172,4.044799
Chile1998,CHL,1998,85.477,4.01242
Chile1999,CHL,1999,85.778,3.607994
Chile2000,CHL,2000,86.073,4.177272
Chile2001,CHL,2001,86.363,4.487064
Chile2002,CHL,2002,86.606,4.48702
Chile2003,CHL,2003,86.665,4.330844
Chile2004,CHL,2004,86.725,4.342484
Chile2005,CHL,2005,86.783,5.736247
Chile2006,CHL,2006,86.842,6.599182
Chile2007,CHL,2007,86.9,7.944957
Chile2008,CHL,2008,86.959,6.902205
Chile2009,CHL,2009,87.017,4.698598
Chile2010,CHL,2010,87.074,6.341062
Chile2011,CHL,2011,87.132,7.375546
Chile2012,CHL,2012,87.189,7.318453
Chile2016,CHL,2016,87.422,6.755368
Chile2017,CHL,2017,87.49,6.947032
China1989,CHN,1989,25.701,4.614156
China1990,CHN,1990,26.442,4.442237
China1991,CHN,1991,27.312,3.258873
China1992,CHN,1992,28.2,2.966975
China1993,CHN,1993,29.103,2.155983
China1995,CHN,1995,30.961,2.091355
China1996,CHN,1996,31.916,2.12198
China1997,CHN,1997,32.883,2.004379
China1998,CHN,1998,33.867,1.837721
China2000,CHN,2000,35.877,2.604974
China2001,CHN,2001,37.093,3.5146
China2002,CHN,2002,38.425,3.85961
China2003,CHN,2003,39.776,3.441428
China2004,CHN,2004,41.144,3.643802
China2005,CHN,2005,42.522,3.931924
China2006,CHN,2006,43.868,3.984919
China2007,CHN,2007,45.199,4.403705
China2008,CHN,2008,46.539,4.685614
China2009,CHN,2009,47.88,4.429378
China2010,CHN,2010,49.226,4.305532
China2011,CHN,2011,50.511,4.696073
China2012,CHN,2012,51.765,4.708932
China2013,CHN,2013,53.013,4.851007
China2014,CHN,2014,54.259,4.947422
China2015,CHN,2015,55.5,5.113811
China2016,CHN,2016,56.736,5.222458
Comoros1997,COM,1997,28.213,1.54683
Comoros1998,COM,1998,28.168,1.676757
Comoros1999,COM,1999,28.124,2.027592
Comoros2000,COM,2000,28.08,1.757706
Comoros2001,COM,2001,28.036,1.087468
Comoros2002,COM,2002,27.992,2.211085
Comoros2004,COM,2004,27.903,2.503552
Congo1989,COG,1989,53.905,4.115307
Congo1990,COG,1990,54.324,10.695538
Congo1991,COG,1991,54.743,9.054247
Congo1992,COG,1992,55.162,8.990211
Congo1993,COG,1993,55.58,4.288909
Congo1994,COG,1994,55.996,3.491592
Costa Rica1980,CRI,1980,43.099,2.437141
Costa Rica1981,CRI,1981,43.45,2.606992
Costa Rica1982,CRI,1982,43.803,3.022758
Costa Rica1983,CRI,1983,44.156,3.669937
Costa Rica1984,CRI,1984,44.542,2.948063
Costa Rica1985,CRI,1985,45.445,2.619915
Costa Rica1986,CRI,1986,46.353,2.398694
Costa Rica1987,CRI,1987,47.264,2.321008
Costa Rica1988,CRI,1988,48.177,2.296762
Costa Rica1989,CRI,1989,49.089,2.251967
Costa Rica1990,CRI,1990,50.003,2.258661
Costa Rica1991,CRI,1991,50.917,1.656601
Costa Rica1992,CRI,1992,51.832,1.658022
Costa Rica1993,CRI,1993,52.743,1.986822
Costa Rica1994,CRI,1994,53.653,2.123742
Costa Rica1995,CRI,1995,54.561,2.280766
Costa Rica1996,CRI,1996,55.467,2.237661
Costa Rica1997,CRI,1997,56.367,2.27085
Costa Rica1998,CRI,1998,57.264,2.52951
Costa Rica1999,CRI,1999,58.157,3.253188
Costa Rica2000,CRI,2000,59.052,2.888899
Costa Rica2001,CRI,2001,60.41,3.116504
Costa Rica2002,CRI,2002,61.753,3.126076
Costa Rica2003,CRI,2003,63.08,3.400259
Costa Rica2004,CRI,2004,64.388,3.295875
Costa Rica2005,CRI,2005,65.672,3.394464
Costa Rica2006,CRI,2006,66.935,3.410503
Costa Rica2007,CRI,2007,68.174,3.847266
Costa Rica2008,CRI,2008,69.39,4.278344
Costa Rica2009,CRI,2009,70.575,3.9234
Costa Rica2010,CRI,2010,71.736,3.817401
Costa Rica2011,CRI,2011,72.868,3.670454
Costa Rica2012,CRI,2012,73.946,3.589121
Costa Rica2013,CRI,2013,74.97,3.777528
Costa Rica2014,CRI,2014,75.941,3.69912
Costa Rica2015,CRI,2015,76.862,3.868499
Costa Rica2016,CRI,2016,77.735,4.038751
Costa Rica2017,CRI,2017,78.56,4.212548
Cote d'Ivoire1980,CIV,1980,36.829,3.007805
Cote d'Ivoire1981,CIV,1981,37.044,3.445403
Cote d'Ivoire1982,CIV,1982,37.26,3.587032
Cote d'Ivoire1983,CIV,1983,37.476,3.712243
Cote d'Ivoire1984,CIV,1984,37.693,3.230116
Cote d'Ivoire1985,CIV,1985,37.91,3.09304
Cote d'Ivoire1986,CIV,1986,38.127,3.605644
Cote d'Ivoire1987,CIV,1987,38.346,3.806473
Cote d'Ivoire1988,CIV,1988,38.608,3.665431
Cote d'Ivoire1989,CIV,1989,38.976,3.087375
Cote d'Ivoire1990,CIV,1990,39.345,3.446306
Cote d'Ivoire1991,CIV,1991,39.716,3.016811
Cote d'Ivoire1992,CIV,1992,40.088,3.235008
Cote d'Ivoire1993,CIV,1993,40.461,2.519405
Cote d'Ivoire1994,CIV,1994,40.835,2.231518
Cote d'Ivoire1995,CIV,1995,41.21,3.158087
Cote d'Ivoire1996,CIV,1996,41.587,3.525068
Cote d'Ivoire1997,CIV,1997,41.964,3.887834
Cote d'Ivoire1998,CIV,1998,42.342,3.877432
Cote d'Ivoire1999,CIV,1999,42.741,3.694087
Cote d'Ivoire2000,CIV,2000,43.155,3.829486
Cote d'Ivoire2001,CIV,2001,43.568,3.311566
Cote d'Ivoire2002,CIV,2002,43.983,3.276914
Cote d'Ivoire2003,CIV,2003,44.399,2.819181
Cote d'Ivoire2004,CIV,2004,44.817,2.844905
Cote d'Ivoire2005,CIV,2005,45.234,3.696283
Croatia1994,HRV,1994,52.048,5.966145
Croatia1995,HRV,1995,52.279,6.048848
Croatia1996,HRV,1996,52.509,6.713618
Croatia1997,HRV,1997,52.739,6.242991
Croatia1998,HRV,1998,52.968,7.142429
Croatia1999,HRV,1999,53.198,6.606442
Croatia2000,HRV,2000,53.428,5.500266
Croatia2001,HRV,2001,53.642,4.774711
Croatia2002,HRV,2002,53.81,5.172955
Croatia2003,HRV,2003,53.979,4.954484
Croatia2004,HRV,2004,54.147,4.85335
Croatia2005,HRV,2005,54.315,4.965898
Croatia2006,HRV,2006,54.483,5.42992
Croatia2007,HRV,2007,54.651,5.818688
Croatia2008,HRV,2008,54.819,6.132584
Croatia2009,HRV,2009,54.987,5.975489
Croatia2010,HRV,2010,55.155,4.748835
Croatia2011,HRV,2011,55.322,4.966442
Croatia2012,HRV,2012,55.506,5.31201
Croatia2013,HRV,2013,55.706,5.030817
Croatia2014,HRV,2014,55.923,4.867166
Cuba1990,CUB,1990,73.364,0.064991
Cuba1991,CUB,1991,73.676,0.078578
Cuba1992,CUB,1992,73.827,0.091779
Cuba1993,CUB,1993,73.977,0.392707
Cuba1994,CUB,1994,74.127,0.646027
Cuba1995,CUB,1995,74.277,1.355112
Cuba1996,CUB,1996,74.426,2.738105
Cuba1997,CUB,1997,74.618,4.387729
Cuba1998,CUB,1998,74.855,5.464591
Cuba1999,CUB,1999,75.089,5.718607
Cuba2000,CUB,2000,75.323,5.973133
Cuba2001,CUB,2001,75.555,6.323836
Cuba2002,CUB,2002,75.785,5.913892
Cuba2003,CUB,2003,75.947,6.085261
Cuba2004,CUB,2004,76.041,6.028092
Cuba2005,CUB,2005,76.134,5.748496
Cuba2006,CUB,2006,76.227,4.489962
Cuba2007,CUB,2007,76.32,5.805967
Cuba2008,CUB,2008,76.413,5.727212
Cuba2009,CUB,2009,76.505,5.140257
Cuba2010,CUB,2010,76.597,5.601293
Cuba2011,CUB,2011,76.689,6.528337
Cuba2012,CUB,2012,76.781,6.199943
Cuba2013,CUB,2013,76.827,6.858895
Cuba2014,CUB,2014,76.861,7.432792
Cuba2015,CUB,2015,76.896,7.661868
Cyprus1980,CYP,1980,58.614,2.612186
Cyprus1981,CYP,1981,60.809,2.370877
Cyprus1982,CYP,1982,62.964,2.340957
Cyprus1983,CYP,1983,63.822,2.698945
Cyprus1984,CYP,1984,64.252,2.802771
Cyprus1985,CYP,1985,64.678,2.980508
Cyprus1986,CYP,1986,65.102,2.796593
Cyprus1987,CYP,1987,65.524,2.859547
Cyprus1988,CYP,1988,65.945,2.876641
Cyprus1989,CYP,1989,66.361,3.142029
Cyprus1990,CYP,1990,66.776,5.150947
Cyprus1991,CYP,1991,67.188,4.357682
Cyprus1992,CYP,1992,67.598,4.427718
Cyprus1993,CYP,1993,67.792,4.889412
Cyprus1994,CYP,1994,67.915,5.473575
Cyprus1995,CYP,1995,68.038,7.469393
Cyprus1996,CYP,1996,68.161,7.223058
Cyprus1997,CYP,1997,68.283,7.298459
Cyprus1998,CYP,1998,68.405,8.013245
Cyprus1999,CYP,1999,68.527,8.903504
Cyprus2000,CYP,2000,68.648,9.239264
Cyprus2001,CYP,2001,68.769,9.354471
Cyprus2002,CYP,2002,68.694,9.321377
Cyprus2003,CYP,2003,68.553,7.665239
Cyprus2004,CYP,2004,68.41,6.27959
Cyprus2005,CYP,2005,68.268,7.339091
Cyprus2006,CYP,2006,68.125,8.788125
Cyprus2007,CYP,2007,67.982,11.474989
Cyprus2008,CYP,2008,67.839,10.690308
Cyprus2009,CYP,2009,67.695,9.196744
Cyprus2010,CYP,2010,67.551,9.029534
Cyprus2011,CYP,2011,67.406,9.74051
Cyprus2012,CYP,2012,67.261,9.420215
Cyprus2013,CYP,2013,67.137,9.433879
Cyprus2014,CYP,2014,67.031,9.288472
Cyprus2015,CYP,2015,66.946,8.956948
Cyprus2016,CYP,2016,66.881,8.836668
Cyprus2017,CYP,2017,66.836,8.895109
Czech Republic1993,CZE,1993,74.901,9.438107
Czech Republic1994,CZE,1994,74.772,8.894323
Czech Republic1995,CZE,1995,74.643,8.709212
Czech Republic1996,CZE,1996,74.513,7.542342
Czech Republic1997,CZE,1997,74.382,8.022946
Czech Republic1998,CZE,1998,74.251,7.518751
Czech Republic1999,CZE,1999,74.12,7.706655
Czech Republic2000,CZE,2000,73.988,7.411438
Czech Republic2001,CZE,2001,73.877,7.796493
Czech Republic2002,CZE,2002,73.809,8.288486
Czech Republic2003,CZE,2003,73.74,8.737532
Czech Republic2004,CZE,2004,73.671,8.684242
Czech Republic2005,CZE,2005,73.602,8.396282
Czech Republic2006,CZE,2006,73.533,8.375747
Czech Republic2007,CZE,2007,73.463,8.490161
Czech Republic2008,CZE,2008,73.394,7.597899
Czech Republic2009,CZE,2009,73.324,6.867785
Czech Republic2010,CZE,2010,73.255,6.574532
Czech Republic2011,CZE,2011,73.185,6.754668
Czech Republic2012,CZE,2012,73.197,6.898134
Czech Republic2013,CZE,2013,73.29,7.082831
Czech Republic2014,CZE,2014,73.384,7.086863
Czech Republic2015,CZE,2015,73.477,7.175454
Czech Republic2016,CZE,2016,73.57,7.420687
Czech Republic2017,CZE,2017,73.675,7.745854
Democratic Republic of Congo1998,COD,1998,34.199,0.398988
Democratic Republic of Congo1999,COD,1999,34.659,0.17757
Democratic Republic of Congo2000,COD,2000,35.122,0.358522
Democratic Republic of Congo2001,COD,2001,35.587,1.138092
Democratic Republic of Congo2002,COD,2002,36.055,1.417608
Democratic Republic of Congo2003,COD,2003,36.526,1.575243
Democratic Republic of Congo2004,COD,2004,0.37,1.290246
Democratic Republic of Congo2005,COD,2005,37.481,0.965827
Democratic Republic of Congo2006,COD,2006,37.971,1.92351
Democratic Republic of Congo2007,COD,2007,38.47,1.674459
Democratic Republic of Congo2008,COD,2008,38.976,2.290998
Democratic Republic of Congo2009,COD,2009,39.491,2.079766
Democratic Republic of Congo2010,COD,2010,40.013,2.390719
Democratic Republic of Congo2011,COD,2011,40.544,2.340933
Democratic Republic of Congo2012,COD,2012,41.082,2.497853
Democratic Republic of Congo2013,COD,2013,41.627,2.589722
Democratic Republic of Congo2014,COD,2014,42.18,3.047125
Democratic Republic of Congo2015,COD,2015,42.74,3.441879
Democratic Republic of Congo2016,COD,2016,43.307,2.316536
Denmark1980,DNK,1980,83.723,22.860706
Denmark1981,DNK,1981,83.915,22.749224
Denmark1982,DNK,1982,84.025,22.473648
Denmark1983,DNK,1983,84.134,23.160925
Denmark1984,DNK,1984,84.243,24.443299
Denmark1985,DNK,1985,84.351,25.505211
Denmark1986,DNK,1986,84.458,26.488247
Denmark1987,DNK,1987,84.565,26.96171
Denmark1988,DNK,1988,84.671,28.254269
Denmark1989,DNK,1989,84.777,27.973337
Denmark1990,DNK,1990,84.843,27.14949
Denmark1991,DNK,1991,84.871,26.852547
Denmark1992,DNK,1992,84.898,27.380498
Denmark1993,DNK,1993,84.925,28.220729
Denmark1994,DNK,1994,84.952,29.144122
Denmark1995,DNK,1995,84.979,29.329884
Denmark1996,DNK,1996,85.006,29.227067
Denmark1997,DNK,1997,85.033,29.05967
Denmark1998,DNK,1998,85.06,28.625956
Denmark1999,DNK,1999,85.086,28.706494
Denmark2000,DNK,2000,85.1,28.793336
Denmark2001,DNK,2001,85.15,27.742291
